id,Chlorophyll,Temp
1077,0.813353658,28.1000004
1078,1.02918339,-9999
1079,-32767,27.6000004
1080,1.22531545,-9999
1081,0.653174818,27.2250004
1082,2.01300764,27.1000004
1083,2.09324384,27.4125004
1084,1.37305295,26.9750004
1085,1.24930739,26.6000004
1086,1.13064015,25.8500004
1087,1.37381136,-9999
1088,1.27789009,26.6625004
1089,1.21932602,-9999
1090,1.15818572,26.9750004
1091,-32767,26.3500004
1092,1.29209423,26.0375004
1093,0.912832499,26.6000004
1094,1.90973699,-9999
1095,5.17129135,27.1625004
1096,4.27864742,-9999
1097,2.8025043,25.9750004
1098,1.99644387,25.8500004
1099,1.48368561,26.9125004
1100,1.19768286,26.7875004
1101,1.00830603,26.2250004
1102,1.61434889,26.8500004
1103,1.38619614,-9999
1104,1.33560979,26.6000004
1105,1.46308458,-9999
1106,1.87061822,27.1000004
1107,2.4115541,25.8500004
1108,-32767,25.9125004
1109,2.70236111,25.8500004
1110,2.25208211,-9999
1111,1.5657438,25.2875004
1112,1.74017549,-9999
1113,1.26181626,25.9125004
1114,0.940675139,-9999
1115,1.45328593,25.7875004
1116,0.86609751,26.6000004
1117,2.23944211,24.3500004
1118,1.53736174,24.2875004
1119,3.94451523,-9999
1120,2.68077016,23.6625004
1121,2.08136821,-9999
1122,2.41919446,23.9750004
1123,1.85372043,24.2875004
1124,1.16371453,24.3500004
